label,x
2,talksport sound like broadcasted someone basement quality amateurs
2,give keys back nt house  shocking
2,looks like would rather lose business  let apply credits towards change fee  due terrorism
2,happy 69th may u keep haunting us many years horror writing
2,one step long work visa process relief onto next step expat restless
2,dunno going yorkshire scare grounds lasted minute alton towers one running fire exit crying
2,welcome thank likewise  hoping learn  like 1 concern 
2,entrenepuers  start ups  sme looking proactive accountancy  tax business advice  help get touch
2,horrible person gag see people quote
2,speech still mark mention genocide  indian terrorism pak planned speech
2,“we easily forgive child afraid dark real tragedy life men afraid light”–plato
2,job interview afternoon ek
2,purging real  kenya would country elite purge choppers lowclass cower beds 12 hours
2,good job texas saying obama refugees could terrorists  wakeup  america  stop terrorism pray
2,never fear want business man qualifies well calling  never fails employment
2,sorry upset u madamif got queries nt hesitate contact pr departmentin meantime fancy beer 
2,changing hair
2,order 321073 parcel 15502922895987 awful customercare tried view calling card online black image noshow
2,look made day without meltdown
2,today dragged
2,whole team limited field
2,could nt care less gotham nt watched since mid point season 1
2,goodafternoon   nt matter whn start something  long start today age exists mind timeless
2,every year go universal studios horror nights 3rd wheel lol    
2,wat irony  pakistan lecturing world curbing terrorism
2,think humans sense recognizing impending doom 
2,bring interview hospital tho     nervous
2,rare land octopus afraid
2,let jiho step throat probs afraid hurt
2,week massacre theatre pert first one think requires subtitles breathless
2,average 22000 massif
2,panic attack could nt find twitter turns twitter jerk still see nyssaalghul panic
2,noah ark  terrific design
2, work awful reality tuesday thanks much coming  xx
2,nightmare
2,oh true  true
2,tomorrow going challenge  talk freshers fair strangers  pick new flat keys
2,worst attended worth one worst cons last 5 years
2,rojo awful
2,know horrible shit  would nt make anything better end  choice
2,seriously need pop curtains matt filming scare bejesus
2,sight  sound  smell behold personstill gives creeps think shudder
2,fuck live lives admiring everybody ever something win  afraid even try
2,val soggy bottom face haunt stay strong vdog 
2,feel ghastly really hoping postbirthday slump back full research mode tomorrow either way
2,usa embarrassing watch last time guys game  joke
2,holy shitwhat hell happened lips   fix shit  mtv teenmom horrible
2,excited firstdayoffall  rest season 2 halloween scare events covering next week
2,really amazing money give qb nfl texans brock
2,act 4 anxiety  depression group beginning mon october 17 6 weeks contact register  mindfulness halifax
2,nt florida 2000 teach anything  live palm beach county lived nightmare
2,noticed since hillarysheath become issue left going full panic mode ntac
2,indian seems afraid war n like india war  war  war  cry war pakistanmustpay
2,refs gt favor tonight terrible
2,carrick herrera proved worth last night rooney need get dropped awful rashford needs start
2,goodmorning fam  know critical condition pave way miracle  dont happy
2,another test tonight nervous
2,afraid things
2,omg kissed   shy w
2,also  trying find youtube fucking nightmare
2,leader encouraging supporters deselect concern many us
2,malins another surging run forward almost sets mccreadie far post decent game neutral  nervous fans
2,well flipping great  flipping standstill freeway  anxiety stepofftheledge youvegottobekiddingme
2,heard panic  disco  kaching  atm
2,working know working  keep touch woman cuz make nervous offtop
2,banter craigen sutton bt fucking horrid
2,anything better trump ramble awful truly truly awful
2,massive argument alarm today nt want get nt know going fix tomorrow morning  
2,555am hungry food panic
2,wish could convince rest children go fucking preschool elementary schools fear gun violence
2,nt even remember part   movie nt terrible  nt scary expected better ending  
2,radio told lady gaga going country  like beatles decided opera singing final albums
2,david anxiety going send home someone also suffers  learning look normal essential coping skill survivor
2,part debunking panic idea either physical symptom  negative thought  behavior begins vicious cycle cbtworks
2,ramos ground shaking headers  
2, discipleship training detox  something messy cutoff choosefreedom cryout16
2,view human dynamic expression cosmos exist within humanism awe
2,shocking work ethic players  rooney stifled laziness
2,still waiting see make appearance next week  two months today ordered badservice
2,wishing rich didnt get morning poor sleepy sad needsmoresleep
2,maybe new start always align end start forward
2,would nt cross street piss server dire
2,feel horrible dealing players hots news  getting stuck uncooperative people 
2,new play tonight  pretty much blind run played game maybe got 2 levels rage horror
2,nt think girls girl fraud bully celebeffer
2,onethe one u threaten violence  phedophiliac u support  constitution violations proposes 
2,realized anxiety time high office feel prisoned pick bad energy
2,goksfillyourhouseforfree retitled fill house old trash repainted  junk trash
2,tamra would f swung tamra kelly piece   needstobeadmitted bully
2,week start new job f1  looking forward cacking time 
2,going get new horror movie tattoo tonight  artist flaked 3rd time  said done tattooing 
2,hennessey  dreadful mutch  even pitch  fryers  depth unfortunately cpfc
2,left wing panic hillary weak know revolution movement nothings going help left trumppence
2,bus car crash still shaking bit week absolute horror icing cake terrible
2,im nervouswreck  im nervous pileup goingcrazy helpme insane antisocial
2,pastor  15 feet away shooting victim protest says skeptical official story shocking charlotteprotest charlotteriot
2,20 says gets reelected
2,soywax limited edition horror candles going follow us latest news  
2,us lady foyer  afraid tweeting moscow  fortified good lord  jd reply fear russian cept wife  
2,contacted service whathappenedtocustomerservice
2,laughs louder time  shaking head really cheesy  nt 
2,im tired people telling worry fact probably never gave fuck
2,ecosystem meant break thru wall apprehension easy follow fave music star  watch goings on–but dentists 
2,hahaha rhe bully though rlike really bullyronly sugita tamed bully
2,texans played horrible bad play calling  bad protection ball  bad coaching  bad defense  bad overall performance texans
2,think must scare coworkers eating like rabid animal breaks srry
2,appropriate first secretary permanent mission tasked demolition terror state pakistan  like renunciation lies bit
2,romero  rojo  blind  memphis  rooney nearly starting line i’d wanna punch face rather shake hand
2,looks like india finally taking pakistan n terrorism taskuriattacks
2,nt joke 
2,ntfc mourinho worried  bringing ibra rushford
2,pretty excited american horror story tonight
2,think need experience bit madness  despair stuff makes us human
2,start work tmrw yall  nervous lol
2,sure sydney tough  quick team pressure much cats handle motlopcowan timid
2,give gas  nt hate u  nt respect ur rudeness
2,ca nt believe mint fest two days away hate outfit      
2,shower lay bed hour dread wearing pants remainder day
2,fear usually need tim ferriss inspiring inspired motivation success hustle
2,expected thought fear
2,ok  ok know last tweet terrible
2,supporter prejudice disabled people disabledlivesmatter bbcnews skynews
2,also car hahahah oh broken lemme rearrange car quickly nightmare
2,wrong hesitate block cut life completely   one greatest talents
2,val downing bottle vodka stop shaking  gbbo
2,afghanistan vice president sarwar danish slams pakistan breeding terrorism unga address usa
2,determine start putting word heart consistently every day line  line therea tape  tape  
2,contacted awful service whathappenedtocustomerservice
2,talksport sound like broadcasted someone basement terrible quality amateurs
2,joke pay data spain text say used data terrible service
2,last product buy  promise  absolutely customerservice
2,rescue morning  turned gym hour early opened  nightmare  
2,really sucks much customer service sucks hung three times absolutely horrible
2,shoutout ruining iphone 7 order  
2,seeing huge really full backpacks people fills anxiety
2,shy irl lately feel like everyone thing nt fit anywhere feel lonely  
2,election  fine vote 3rd party useless one hesitate say selfish
2,people hit try shake talking hide communism
2,breaking hives first time since college finals anxiety sucks
2,howl moon next wednesday 28th free double feature silver bullet cursed horror
2,scariest american horror story gonna watch daytime frightened
2,sam dyson probably flashbacks right
2,accounts poor first half started showboating game safe bully
2,omg  beautiful quote breathless amwriting
2,ha yes look despair 
2,wish kid stressful part whether gabriella troy would get back together hsm2
2,wanted dropped ago concern us doubt
2,prepurchased tickets sent soon  coming saturday evening show tickets show  panic hoys    
2,country divided approach could fight terrorism pakistani terrorism martyrsnotbeggars
2,agreed    awe meet beautiful  powerful animals
2,wtf united  shocking defending
2,want say social media isn’t bully stopbullying  please kind eaxh  lovewins
2,thought left part life behind back haunt every girl loves
2,want slide dms im fucking shy
2,agree btw  u seen ep22  granger   episode knew anna coming back  conversation start
2,voteyourconscience succumb fear  scary  dangerous   alarmist patriotact platform
2,would great card crashes   happened twice
2,opened doors terrorism pay 
2,terrific universitya unique universityathabasca university become part head  part heart peter mackinnon
2,cowboys 
2,   suddenly became quiet lips started tremble naya nt want 
2,feels like houses us basic requirements  literally options
2,stephen king never spoke left crushes freespeech publishing world trump horror scifi ccot p2
2,ca nt believe rude cashier today returning item  customer service slacking
2,way laser vista  lens implantation  laservista nervous happy
2, love  true taught  fear illusion coaching courage
2,doctor giving flower extract relieve anxiety reduce panic attacks  
2,take deep breaths bc shaking could adrenaline oh wow weird depending regular varies
2,one friends fear mirrors tried summon bloody mary  thinks going pop time 
2,twitter users tweeting twitter like playing game computer life  everyone afraid say something 
2,could nt care less gotham nt watched since mid point season 1 horrible
2,seen bunch another twitter feed remember opinion
2,guy comes train smells like mixture damp dog  old sweat sewage works     gross getoffthetrain smelly
2,sai manakgupta brutality indian army kashmir  isnt terrorism  india accept precondition freekashmir fi…
2,received order  chips cooked  half raw    usually best part meal notcool
2,hate ideas afraid share  
2,important thing need accomplish today  onlinemarketing solopreneur start success
2,arguing people nt work anyway  threaten put death camps
2,round 2 pcola
2, virtually every statement countries un referred terror main threat peace  pak still denial
2,day 2 thread thing nt like like idk shy secretive ugh
2,completely blown away cast tonight fathomevents speechless
2,changing hair shocking
2,said say god  god  god  awe archippusawakening entirelybyhisgrace
2,ladies gentlemen tremendous success panamaleaks presenting bahamasleaks  
2,migraine hangover day stood dishes exhausted gad  depression  chronic pain depression pain
2,fuck shy  trying thighs
2,fav movies horror nt make like used nt seen great one years
2,read ot pauline epistles  countless horrid rules
2,maybe cynical good  afraid  way understand nigeria
2,goes alarm
2,getting hand freaked deathand god   mommagrendel intimidation
2,knowing hair wash dry like knowing english close reading school bag
2,sadness leaves broken bed  hold depths despair  name love  
2,pfft  anyone undergoing constant ongoing horror sapient consciousness trust themself anyway
2, hillary 27 different controversies gets asked nothing truth horrible candidate
2,“what worries masters you”  haddon robinson jesusisthesubject anxious
2,obama admin rejects texas plan refugees vetted terrorism texas pulls fed refugee resettlement program aiding terror
2,wtf allows gym bully atmosphere  jumpship nasty atmosphere unprofessional
2,shy failure nobler immodest success
2,rip dancing awful song dance
2,walk right  see way past  nt even hesitate running
2,mind always seems work best night
2,oh god  brewer horror  horror
2,understand concerns look foundation contributions
2,shy person
2,daunting trying follow swift newstrends  facing mindshattering patternsterms left right trying adopt gently
2,concept gay magazine feels like cover terrible people they’re gay voices seems upside
2,fear someone always following everywhere go make true  
2, express deep concern suspension please reactivate never violated troles
2,left phone mcds panic
2,smackdev ptp start word
2,pomte muse com panic station exitaso
2,musician  tell people get discouraged learning shitty instruments anything else
2,sweden win  finland win  na win  finland win  na win  russia win  timebreakers shake right
2,data stolen 2014 tell us shocking
2,awful ways  saying way treated aniston alone makes nightmare male narcissist avoided
2,yes indeed  know masses students would excited see  need get sorted 
2,one ep despair arc made happy going back future arc upset
2,feel really nervous  anxious idk leg keeps shaking hmm
2,ca nt stop racism overnight gun violence terrorism literally stop trump overnight  like  let  imwithher
2,important seek peace  even midst horrific war createsyria talkingpeace buildingpeace
2,transform hardship   burning desire succeed never fear failure  without would success spx fintech
2,revitalize clevelandhustles daunting task  hustle
2,u r beautiful shei hve bf india u guys r terrorist pakwe nuclear missiles indianarmy terror
2,finally tell therapist sexuality  last frontier  sure singlegirlproblems
2,stuck roof house provides amazing view sheer terror falling  kinda like life
2,pull tonight make car shake    
2,confident bitches scare
2,hard dance devil back shake
2,honestly  awful people internet smh
2,know going one nights takes act god fall asleep restless
2,could pop round nightmare
2,weather making dread work tonight
2,awe thank much love  
2,feels like houses us basic requirements  literally options discouraged
2,canada driving force democracy freedom rights  instead help dictator misogyny sharia islam terror polygamy
2,afraid 
2,afraid goat libeling people  afraid goat libeling
2,hands deck post msm trump starts lead oh  fla  nc  nv  co panic
2,        heads melted  tired ca nt sleep nightmare
2,wine drunk worst version ffs  nt even remember seeing basshunter shocking
2,true  well said seems old fashioned looking back liked robbie tv loving movies aghast 
2,fast response madridzidane threaten unuh
2,accounts poor first half started showboating game safe
2,listen someone tie like 
2, feel precious pleasure harder whispered almost breathless index finger stroked along waistband 
2,highly suggest looking online company help send package overseasdo ever ever use horrid
2,hrc experience  temperment  knowledge  ability lead us perilous time
2,common problem every 6 plus regular 6  worry design flaw  working phone
2,called fat  pushed lockers threaten sue  
2,went sushi spot  tobi  anbu mask hung wall behind start going even tho nt eat seafood
2,bully worse hitler demon human guise cause middleeast problems 
2,think dating guys nervous bodybuilding follow4follow megaphone xxx number nierstein
2,2016  757 airplane wifiridiculousamericanairlines americanairlinessucks aateam horrible
2,brb  going 2 start killing random white people going normal days nt worry though white  safely apprehend
2,research determined 70 laughter actually anxiety
2,wanna passion fear
2,somebody needs tell staff reading cappuccino supposed thick layer foam coffee hot awful
2,hypocritical considering millions dollars took horrible people spent
2,girls hairy arms scare
2,nt intimidate  annoys side  better feel
2,air raid alarm actually false attack inbound time
2,afraid quiet ones ones actually think
2,got tremendous range
2,book fricking insane like holy crap
2,even level  rojo still manages play god damn awful mufc
2,bake tv match phone  nightmare stressed gbbo ntfcvmufc
2,coincidence    turn tv  etc listen  watch  objective captureyourmind fear  depression findgodnow   
2,caballero nightmare sweeperkeepernot
2,embarrassing lack defensive depth coming back haunt us
2,really care like state would seriously address sensitivity training employees awful
2,jk loner really shy  
2,bloody hell pam  calm could sworn something black  hairy ran across carpet  perilsoflivingalone nervous
2,room 101 would go russell howard tom odell michael buble    pants nogood
2,feeling like worst night sleep ever  great london brighton cycle ride  100k apprehension 
2,went different grocery store  buy helmann literally shaking right
2,wee cunts playing chappy street  got shoes chase scare fuck
2,door cleared throat  trying dispel nervousness left
2,ticket website never work  trying buy palace tickets impossible says error awful
2,ellie answer questions  nt shy  loves talking equestrian fashion   equestrianhour
2,working feature right preponderance awful owners war fans many choose
2,“worry payment problem may never joyce meyer motivation leadership worry
2,likewise death cutting
2,problem  yes  something   worry
2,u gave laura much constructive criticism blocked u lazy give hope retire heather bully
2,quite simply worst airline worstairline ever used  appauling dismal beyondajoke useless
2,nt let fear hold back want use power push towards goals fear  action
2,everywhere go  air breathe tastes like home 
2,hate freaking ruining things
2,world nicole beat paul     terrible bb18 bbfinale jury thinking        
2,yes shocking islamophobic indias considering many muslims live
2,hard time falling sleep woke several times afraid bugs crawling ended waking bite
2,people’s deepest passions often scare much admit  even
2,18mths ago signed  velocity ff deal 18 months still ff points
2,also  apart skyfall  music dire boring
2,virtually every statement countries un referred terror main threat peace  pak still denial mea
2,one step long work visa process relief onto next step expat
2,peanut butter     kinda pervert   awful
2,thiza    happens tell pregnant via home test  nurse later tells false alarm  bae excited  
2,ca nt believe ca nt put even 3 points hugeletdown
2,respect someone give second chance movie nt fan horror diverse
2,guys see next video fucking horrid
2,invest new film stop asking invest new film concessions crime despair shortsightedness celebrities
2,would great opportunity settle globe fear wonders
2,start get chris sutton tv campaign  spread work pundit noclue
2,ever wanted chance psyched start new chapter  newbeginnings timetoprovemyself morethanready
2,worry makes look problem god makes look promise problem promise worry fear faith god theanswer spiritu
2,rooting since beginning anxiety bb18
2,distrust life  argentina lot heart president worth every vote
2,hmm  nt know many yf short confidence  wish one  shy
2,haww think nawaz spoken indian funding bla balochistan  kulbhoshan yadhav india used ttp terror 
2,9 9 vs atlanta yr  2  11 vs rockies dbacks yr combined 11  20 vs 3 atrocious teams nl
2,pastor  15 feet away shooting victim protest says skeptical official story charlotteprotest charlotteriot
2,super shitting tattoo nervous
2,worry  get glass guy bill us
2,good head good heart always formidable combination  nelson mandela
2,2day used term  terrorism  many addresses forms opinion  form terrorism world  injustice 
2,sat waiting bus today enveloped strawberry scented damp revolting cloud vape moved away  disgusting  urghh
2,think becz u much terror pak nd urself leader u forgot difference btw leader nd terrorist 
2,hey charged £4024 credit card 4 order never arrived last friday  chance refund   nightmare
2,oh god awful mine nt last long thank god thank xx
2,awe thank much lyle   best     
2,even painting orange  election2016
2,go back 2 weeks start   seriously dreadful
2,agree  latest polls alarming
2,would intimidated would like think would manned helped
2,heyyyy warriors      anxiety panicattacks
2,oh get see texastech playing tonight texans tnf texansarebad terrible
2,stoked concept label exclusivity becoming faux pas always believed held artists back creating label distrust
2,famous  begged living mugs fame  work shy freeloader deserves
2,body sleepy mind active sad get ready work 30 minutes damn  restless
2,beyond mad lost track brown spider brown carpet go    sneaking
2,proud overcoming fear deep water
2,3 tmobile stores  original note7 customer zero results going guys  terrible customerservice 2hour waittime
2,dread drive every wednesday  
2,love takes masks fear cannot live without know cannot live within  james baldwin
2,conversion random fellow passenger melbourne yesterday evening youwouldntreadaboutit
2,rojo shockingabsolutely shocking   
2,beginning process see working option mentalhealth complexptsd nervous
2,moving day  stress hope
2,pretty awful look historically
2,remember train sunday froch v kessler 
2,radio shake mutli directional mike might sound cheap sound nt bad could mixing
2,yall remember mlb tried futuristic jersey terrible
2,yall remember mlb tried futuristic jersey
2,get wrong fur pal  shocking  
2,future nt fill existential dread even real person
2,made cry shake point parents calm give calming tablets
2,fuck even  fucking horrific 
2,shake mouth chattering could nt take right body trembling went outside
2,nervous could puke
2,bowers went drove evening
2,dire need worship session let go everything
2,god  physically weak whole day much shaking  
2,starting get butterflies tummies tomorrowwho win   nervous
2,start convodo nt shy awaymental illness abounds society including workplacebe informed tsdoffsite
2,wat irony  pakistan lecturing world curbing
2,nt get started town centre used go every week 18 months
2,time come combat wave terrorism right tools trade  hh banwahhabism
2,hope police met subway took straight jail  
2,whats boxes search google chrome distracting
2,ca nt believe ca nt put even 3 points horrible hugeletdown
2,awful music take walk right cliff k  
2,charge 150 extra sending someone cable service still nt work robbery cable service
2,americans whole  part  feeling borderline despair least looking situation control
2,preordered pale ep would paid phone call would freaked said anything shy
2,awe adorable
2,truly want god life  requires letting go old things  allow new things flourish stop
2,awe isa love u hoe thanks
2,left phone mcds
2,cosplaying properly first time saturday  pretty nervous
2,buying early entry tickets means fuck  expect complaint email get home shocking service
2,something incredibly terrible life 23 years old still suffering group projects
2,looks brother  smile forming face  people fearing 
2,81 goal scorer vidar kjartansson comes favor dor micha  another terrific performance yallamaccabi
2,ffs   things come back haunt cringe bad cringe           terrible gun
2,never posted stuff like      mean able scroll wasnt big deal shocking
2,thank finding  coy
2,also awful nightmare involving sick worms involved disgusted woke
2,aleppo city burning head terrorism assad regime  russia bombarding city right whitephosphrus bombs 
2,rather leave child
2,shake like 
2,get nervous even thinking talking wanna die
2,thank concern  computer  last name nt misspelled  weird
2,watch documentary think nightmare dream dreamornightmare
2,clown neighborhood  creepy enoughisenough
2,horrible service ewr cloud sky normal departure 10am leaving 5pm crappy unitedairlines
2,goodbye despair
2,ugh   worst   nt read whole first month school unit test friday    awe man  
2,strongwomen terrify weakmen  nt let bully wear loving consistency truth rough times hang  
2,stay jaded everyone terrible
2,go   restless
2,cyber bully
2,ca nt imagine keeping malice brothers   shudder see siblings estranged
2,minus 10 hours till meet designer wants model new fashion line     nervous   
2,345am hospital  elouise waters gone  panic labour littlesister superexcited
2,new campaign slogan ideai know  trump2016 yourefired deflect
2,   answers  scare death  wo nt answers instead  
2,someone rolls persuasion intimidate awkwardly wins time 
2,tell people panic let see last year best qb nfl got team sb   
2,nt think ever get used 630 alarm    
2,nt let worry get remember moses started basket case lol today  choose faith fear moses
2,snapchat filters look terrible glasses
2,madrid playing awful modric 90 minutes bernabéu stadium long viallreal never
2,3 cool feel slightly intimidated sometimes nice person like things  
2,pakistan continues treat terror matter state policy says  uriattack
2,fact need start making holidays  maybe even e dry month pick theme year
2,mourinho horrid
2,manchester unitedstill untrusted iam afraid might loose bet
2,anytime gets near mic  someone needs smack w bat marblesinmouth
2,last night dream today christmas woke screaming nt ready nightmare
2,today afghanistan tell us terrorism planned whaaaooounga
2,gadot please put left turn signal williams ivan allen jr blvd absolutely ridiculous atltraffic
2,wanna shake tree           
2,suspicion know  
2,also upset incorrect use comma grammar struggle hesitation backtoschool    
2,let refuse live fear  ct
2,tomorrow last episode despair arc  much shit gonna happen emotionally prepared
2,loves center attention every way also gets nervous talk front class
2,hate sugar cookies shit awful
2,old fish discourage
2,already fucking 1  ok well love panic attacks afternoon
2,throughout entire thing shaking rlly bad heart racing almost tears lmao  thanks mr 
2,blow mind much blew mine  sexually harass someone  whoa mindblown huh setback fright madashell  
2,whole idea f nation revolves around kashmir  global terrorism evrn nt care kids dying hunger nawazfightsforkashmir
2,imagine person spray tan 
2,aquila  ajahnae  euriechsa common besides ridiculously stupid horrible ugly  god awful names  tracey father
2,stuck runway diverted fargo continuously told 10 mins past 4 hours foodwater offered awful
2,penny dreadful 3 temporada
2,trump ’s ‘make america great again’ plan exactly like first 15 minutes movie childrenofmen cages terrorism refugees
2,better really stupid nt worry
2,ok tomorrow horrible day  day great 
2,seen bunch another twitter feed remember opinion shocking
2,lydiaaaa  ones supposed know make nervous  
2,hate people say need talk need talk anxiety immediately goes
2,historic evangelical  wonder donatists point  dreadful clergy fmr circles
2,need good vibes doctors appointment tomorrow 
2,seriously hope chances celtic missing going come back haunt alloa sucker punch
2,still salty fire alarm 2am morning
2,even painting orange  terrible election2016
2,setting alarm nap 
2,uplift still discouraged means ur listening wrong voices  looking wrong source look lord 
2,ending met mother dreadful
2,nt know worse  new pizza hut commercials pizza pizza hut makes horrible
2,terrorstatepak pakistan invitadated 4 times india worry invade land pok  disputed
2,wonder corey vote nicole   snacole bb18 paulsgonnawin finale halfamill nervous
2,want attention cantsleep nervous
2,moment bring meet best friend nervous af      nervous thefriendtest
2,say third city kit fucking awful someone nike wants shooting
2,start buying death wish coffee shake hands espresso every
2,thoroughly enjoying ahs tonight ahs americanhorrorstory
2,want bad service use frontier terrible service go att anybody better going complain better business
2,girl new school pretty
2,must one used long balls win matches reign terror  accept
2,terror love
2,appointment booked 16 today  waited day nobody showed  also requested call back never got one
2,chart music pretty much horrific
2,unsubscribed 3 times spam emails still coming  stop emails avanquest software terrible
2,shriekfest lining volunteers  oct 69  serious inquiries please  shriekfestcom see free films  horror
2,dream said something really retarded twitter got like 10000 retweets
2,searching pro academic writers say writing anxiety writersblock
2,ai nt serious houvsne igotbetterthingstodotonightthandie
2,bb18 michelle crying shocking bitter  teamnicole
2,think good go already  nt worry
2,tho nt talked jeff news sad shocking rip jeffrey
2,gosh anxiety attacks turning panic attacks fucking ugly 
2,annoyed bullying download app eats phone memory seek alternative tripadvisor
2,mean “like uber despair someone driver
2,4yo gone blast gothcore music anxiety  ca nt listen 2 around bcuz spooky sigh momlife
2,people gotta start much drama  shoot  
2,biggest threat 2 global stability  climatechange food water security terrorism russia war trump clinton geopolitics korea vwo
2,yo yo yo name darthvader feel like need puff inhaler  rapper sick bars  bars rap
2,upping rooms makes apprehend leaving charcoal ownership unzu
2,went thru thing yesterday panic better2day
2,fuckin restless
2,shy biggest struggle life  
2,watching paranormal activity ghost dimension sure feel yet
2,got done watching jeepers creepers epic horror horrormoviesarebest movies movie horrorfilm      
2,school  classmate music class sang hallelujah like  god  friend breathless
2,awful team
2,thanks  big bro shake bake helped
2,omg kissed   w
2,absolutely love anxiety attack halfway family meal
2,howl moon next wednesday 28th free double feature silver bullet cursed
2,never afraid start
2,really strange awful dreams last night nt even eat cheese bed lovemysleep
2,amazing something gets stuck head  ca nt shake memory sometimes  miss people lot wish knew
2,much always eatso w shake time  eeeeh maybe go see doctor cause w
2,heart pounding  goosebumping nightmare experience    woke 300 morning scary  bad dream mine  
2,awe thanks morgs    love u lots girly      
2,hope police met subway took straight jail   awful
2,moral story  never check mails night ps notices nothing much worry 
2,like quickie divorce
2,week start new job f1  looking forward cacking time  nervous
2,despair madness  beyond shocking cold blooded murder  long southafrica stand watch worldrhinoday
2,another day another flight   swear last ever flight     take love flying easyjet horrific alwaysdelayed
2,india afraid bad terrorism
2,drive home today heard censored version spirits strumbellas guns replaced dreams censorship
2,police credentialsyou litigator nothing moreno experience sad trumppuppet felon jersey4sale
2,think need white peoples votes would nt reach things concern  leave rest 
2,lost blinders  panic
2,sorry heartbreaking scary happen happen anywhere please safe    
2,also car hahahah oh broken lemme rearrange car quickly
2,great  easy   amazing nervousness turns adrenaline   concerts soloist 
2,10 page script due friday class said could mfa thing  panic gradschoolproblems someonetelltinafeytohireme
2,yeah  bad part terrorism terror muslims wo nt ones leaving obamalegacy nationalsecurity disaster obama
2,operation echoes gathering momentum  tense feelsick excited
2,world knows pakistan epicentre terror pakistan speech un define agenda
2,unfortunately diet still  wait till friday afraid
2,question day nervous habits   biting fingernails  tapping foot  clenching teeth 
2,realising conditioner already shampooing     nightmare
2,“it death  people afraid getting end life realize never truly lived”
2,fosumensa nightmare 15 minutes difference premier league reserves league 1 still wide
2,questions get twitter make want despair battered complain nt convinced things could better
2,reflective current political debate awful
2,terrible paul deserved win    movie childrenofmen cages refugees
2,thanks ripping luthansa €400 enough one way flight man frk €30 bag free gate awful
2,nt worry  earthlings real 
2,going break going shake
2,rooney shocking attempted cross
2,stop horror movie themed commercial  suddenly hearing screams really making want watch twitch anxiety
2,remember train sunday froch v kessler  nightmare
2,research determined 70 laughter actually 
2,like big bully class ruining everyone lunch instead taking lunch money took away family feud
2,kid pool yelling get foot ass shutup parents kids horrible
2,shame fear  matters face
2,sure lot say something nt even concern  
2,really sad  surprising 1 side russia fighting  supporting pak epic centre 4
2,anxiety rising tonight sure sometimes wonder magnet freefloating anxiety universe
2,nothing worse uber driver ca nt drive
2,old rich white religious guy supports republicans shocking
2,go  
2,nice texans could hold onto ball give fuller hopkins chance    tnf
2,  back school aka back social anxiety  
2,last product buy  promise  absolutely terrible customerservice
2,android app designed buggy work sporadically fire tv box 
2,onus pakistan  meaindia uri terror attack
2,heyyyy warriors      panicattacks
2,moving day  stress panic hope
2,wazza blocks carrick shot misses sitter memphis  ready beside  surely wouldve buried good start lol mufc
2,would get decent referees shocking
2,awe sorry  2 dogs 3 cats  snake
2,think shes afraid fight holly one imagine goes head thinks cyborg terror
2,scared press send bgoodthepoet prayforme thisisagoddream career help heart heartracing
2,nt gotten one hour sleep today going fun day   restless
2,im nervouswreck  im pileup goingcrazy helpme insane antisocial
2,back bully
2,feel like drowning depression falure worthless
2,hooked backward recommended smoke
2,yes hun  avoid costs   nightmare
2,shy glizzy  ride 4 u  
2,really wanna go fright night thorpe park next month  
2,sam dyson probably flashbacks right nightmare
2,want police state  fearful imbeciles
2,500thtest match would t20 odi national colors nightmare hitter
2,show new job afraid new tasks take project  brave  make impression worktivetruth
2,rooting since beginning bb18
2,going local news immediately designatedsurvivor turns smooth transition chaos  raging fire  media fear
2,hes right civil war starts wall wall terrorism nt fancy muzzy chances
2,guys still  go  panic
2,ask every day ruled fear hatred ruled love sacred 
2,anyone know  sims dual sim phone locked network  worry
2,new campaign slogan ideai know  bully trump2016 yourefired deflect
2,terror attacks usa pay mind lol
2,peoplelikemebecause see happy exterior  hopelessness sometimes feel inside depression anxietyprobz
2,start football league  think talk managers way selection
2,never let fear decide future     amazing thursday  love miss x
2,bring interview hospital tho    
2,worst going morgue positive id horrible reuters
2,might hysteria nt kno anxiety need diagnosis cuz somethin messed need ert bu nvr come
2,looked wood goal dont think first chance bad miss  horrible height hit hard level well hit
2,anyyyyone wanna go fright fest friday night   
2,walk darkness despondency  scverses memorized shine light heart ex lam 32225 despondency
2,people right protest  loot  riot  terrorize charlotte violence  anarchy unacceptable
2,never end  moment dire  small spark hope  relight new fire
2,dreamthey trying steal kidney    nightmare blackmarket whydidiwatchthat
2,ca nt bully niall impossible  
2,danish horror  depths gbbo
2,pumped interview
2,way busy tired time worry past things regretting  never  
2,covering milo might make sense—not much  even that—but celebrating puckish cooperation something ghastly
2,way laser vista  lens implantation  laservista happy
2,huge congrats friends usapremiere tomorrow  film thevoid featurefilm scaryshit
2,thanks brotein shake      
2,terrific job  headed missed 
2,terrorism booming industry pak govt oblivious fact wt happens within territory talking kashmir deranged
2,saying something like concerned privacy use incognito mode
2,        heads melted  tired ca nt sleep
2,thanks getting back  exemplary customer service loyal customer jk residentadvisor poorservice
2,make excuses make time ca nt make time regret lifecoach
2,nt want speak front nopanicattack
2,ass looks horrible  oh  face 
3,quite saddenedno us dates  joyous anticipation attending dg concert  since 2014   happy keeping busy
3,2 days gopackgo 23 days gogipego excited 
3,positive psychology research shows salespeople score top 10 optimism 88  sales top 10 pessimism
3,birds chirp cows moo need listen sound nature ensure well
3,howling laughter “well done bezza ” bakeoff gbbo
3,afternoon delight
